customer_id,month,acquisition_channel,region,age_band,account_tier,monthly_fee,joined_on_promo
8903,2024-02,Branch,London,25-34,Platinum,28,FALSE
8904,2024-02,Online,Midlands,25-34,Classic,0,FALSE
8905,2024-02,Online,Wales & NI,25-34,Silver,0,TRUE
8906,2024-02,Online,North,18-24,Platinum,0,TRUE
8907,2024-02,Branch,Wales & NI,25-34,Gold,0,TRUE
8908,2024-02,Branch,South East,25-34,Platinum,0,TRUE
8910,2024-02,Online,North,18-24,Gold,18,FALSE
8912,2024-02,Branch,North,45-54,Silver,11,FALSE
8913,2024-02,Branch,North,65+,Classic,0,FALSE
8915,2024-02,Comparison Site,London,35-44,Silver,0,TRUE
8916,2024-02,Online,Wales & NI,18-24,Gold,0,TRUE
8918,2024-02,Referral,North,25-34,Silver,11,FALSE
8919,2024-02,Comparison Site,Scotland,25-34,Silver,11,FALSE
8920,2024-02,Branch,North,18-24,Platinum,28,FALSE
8921,2024-02,Online,London,35-44,Platinum,0,TRUE
8923,2024-02,Online,North,65+,Classic,0,FALSE
8925,2024-02,Referral,South East,18-24,Classic,0,FALSE
8926,2024-02,Online,London,25-34,Classic,0,FALSE
8927,2024-02,Branch,Wales & NI,25-34,Gold,18,FALSE
8928,2024-02,Online,Midlands,45-54,Silver,0,TRUE
8929,2024-02,Referral,London,55-64,Silver,0,TRUE
8930,2024-02,Branch,South East,35-44,Platinum,28,FALSE
8932,2024-02,Comparison Site,London,65+,Gold,18,FALSE
8933,2024-02,Branch,London,25-34,Platinum,28,FALSE
8934,2024-02,Branch,Midlands,45-54,Platinum,28,FALSE
8935,2024-02,Branch,Midlands,18-24,Gold,18,FALSE
8936,2024-02,Online,London,35-44,Gold,0,TRUE
8937,2024-02,Outbound,South East,18-24,Classic,0,FALSE
8938,2024-02,Broker/IFA,Scotland,25-34,Platinum,28,FALSE
8939,2024-02,Referral,Scotland,18-24,Silver,11,FALSE
8940,2024-02,Online,Wales & NI,45-54,Platinum,28,FALSE
8941,2024-02,Comparison Site,London,25-34,Silver,0,TRUE
8942,2024-02,Outbound,North,45-54,Silver,0,TRUE
8943,2024-02,Online,North,18-24,Silver,0,TRUE
8944,2024-02,Outbound,Scotland,35-44,Classic,0,FALSE
8945,2024-02,Branch,London,35-44,Silver,11,FALSE
8946,2024-02,Outbound,Midlands,35-44,Silver,0,TRUE
8947,2024-02,Online,Midlands,25-34,Silver,11,FALSE
8948,2024-02,Broker/IFA,Scotland,65+,Silver,11,FALSE
8949,2024-02,Online,Midlands,35-44,Silver,11,FALSE
8950,2024-02,Outbound,South East,55-64,Classic,0,TRUE
8951,2024-02,Branch,Wales & NI,45-54,Platinum,28,FALSE
8953,2024-02,Online,Wales & NI,55-64,Classic,0,FALSE
8954,2024-02,Branch,North,55-64,Silver,11,FALSE
8955,2024-02,Comparison Site,North,45-54,Classic,0,TRUE
8956,2024-02,Branch,London,35-44,Silver,11,FALSE
8957,2024-02,Branch,South East,35-44,Silver,11,FALSE
8958,2024-02,Online,London,55-64,Silver,11,FALSE
8959,2024-02,Online,North,35-44,Gold,18,FALSE
8961,2024-02,Comparison Site,Wales & NI,65+,Silver,0,TRUE
8962,2024-02,Branch,North,65+,Gold,0,TRUE
8963,2024-02,Outbound,London,35-44,Silver,0,TRUE
8965,2024-02,Branch,London,35-44,Gold,18,FALSE
8966,2024-02,Referral,South East,35-44,Platinum,28,FALSE
8967,2024-02,Online,London,25-34,Classic,0,FALSE
8968,2024-02,Comparison Site,London,18-24,Silver,0,TRUE
8969,2024-02,Online,London,65+,Silver,11,FALSE
8970,2024-02,Referral,South East,45-54,Gold,18,FALSE
8971,2024-02,Branch,South East,35-44,Silver,0,TRUE
8973,2024-02,Branch,North,25-34,Gold,18,FALSE
8975,2024-02,Outbound,North,65+,Silver,0,TRUE
8976,2024-02,Outbound,Midlands,35-44,Classic,0,TRUE
8977,2024-02,Branch,North,35-44,Gold,18,FALSE
8978,2024-02,Online,Wales & NI,35-44,Classic,0,FALSE
8979,2024-02,Branch,London,45-54,Gold,18,FALSE
8980,2024-02,Broker/IFA,South East,35-44,Gold,18,FALSE
8981,2024-02,Comparison Site,London,35-44,Silver,0,TRUE
8982,2024-02,Comparison Site,London,55-64,Silver,11,FALSE
8983,2024-02,Branch,North,45-54,Platinum,28,FALSE
8984,2024-02,Branch,South East,18-24,Gold,18,FALSE
8985,2024-02,Branch,London,45-54,Silver,11,FALSE
8986,2024-02,Referral,Wales & NI,45-54,Silver,11,FALSE
8987,2024-02,Comparison Site,London,25-34,Silver,0,TRUE
8988,2024-02,Comparison Site,North,55-64,Classic,0,FALSE
8990,2024-02,Branch,South East,65+,Silver,11,FALSE
8991,2024-02,Comparison Site,Wales & NI,35-44,Classic,0,TRUE
8992,2024-02,Outbound,North,25-34,Classic,0,FALSE
8993,2024-02,Comparison Site,London,25-34,Classic,0,FALSE
8994,2024-02,Outbound,Midlands,18-24,Silver,0,TRUE
8996,2024-02,Comparison Site,London,45-54,Gold,18,FALSE
8997,2024-02,Referral,South East,25-34,Silver,11,FALSE
8998,2024-02,Online,London,45-54,Silver,0,TRUE
9000,2024-02,Comparison Site,Midlands,18-24,Classic,0,TRUE
9001,2024-02,Online,North,18-24,Classic,0,FALSE
9002,2024-02,Outbound,Midlands,55-64,Classic,0,FALSE
9003,2024-02,Outbound,London,25-34,Silver,0,TRUE
9004,2024-02,Online,Midlands,45-54,Platinum,0,TRUE
9005,2024-02,Branch,London,55-64,Gold,18,FALSE
9006,2024-02,Online,Scotland,35-44,Silver,11,FALSE
9007,2024-02,Outbound,London,65+,Classic,0,TRUE
9008,2024-02,Broker/IFA,Midlands,55-64,Silver,11,FALSE
9009,2024-02,Comparison Site,South East,45-54,Classic,0,TRUE
9010,2024-02,Branch,Midlands,45-54,Silver,11,FALSE
9011,2024-02,Comparison Site,Scotland,35-44,Classic,0,FALSE
9012,2024-02,Branch,Scotland,45-54,Gold,18,FALSE
9013,2024-02,Online,North,25-34,Silver,11,FALSE
9014,2024-02,Comparison Site,North,18-24,Classic,0,TRUE
9015,2024-02,Comparison Site,Midlands,65+,Classic,0,TRUE
9016,2024-02,Branch,North,45-54,Platinum,28,FALSE
9017,2024-02,Comparison Site,South East,45-54,Classic,0,FALSE
9018,2024-02,Referral,Midlands,45-54,Silver,11,FALSE
9019,2024-02,Branch,South East,18-24,Classic,0,FALSE
9020,2024-02,Branch,Midlands,25-34,Classic,0,FALSE
9021,2024-02,Branch,Wales & NI,55-64,Classic,0,FALSE
9022,2024-02,Outbound,London,55-64,Silver,11,FALSE
9023,2024-02,Comparison Site,Midlands,55-64,Gold,18,FALSE
9024,2024-02,Comparison Site,London,25-34,Classic,0,TRUE
9025,2024-02,Comparison Site,South East,55-64,Classic,0,TRUE
9026,2024-02,Comparison Site,London,18-24,Silver,0,TRUE
9027,2024-02,Online,Midlands,35-44,Platinum,0,TRUE
9028,2024-02,Comparison Site,London,45-54,Classic,0,TRUE
9029,2024-02,Comparison Site,Midlands,25-34,Gold,18,FALSE
9030,2024-02,Online,Wales & NI,35-44,Silver,11,FALSE
9032,2024-02,Comparison Site,South East,25-34,Gold,0,TRUE
9033,2024-02,Outbound,London,25-34,Silver,11,FALSE
9034,2024-02,Comparison Site,London,55-64,Silver,0,TRUE
9035,2024-02,Online,London,18-24,Silver,11,FALSE
9036,2024-02,Online,Scotland,55-64,Gold,18,FALSE
9037,2024-02,Branch,North,45-54,Gold,18,FALSE
9038,2024-02,Branch,London,45-54,Platinum,28,FALSE
9039,2024-02,Branch,London,18-24,Gold,18,FALSE
9040,2024-02,Branch,Wales & NI,55-64,Gold,18,FALSE
9041,2024-02,Branch,Wales & NI,45-54,Silver,11,FALSE
9043,2024-02,Online,Scotland,25-34,Silver,11,FALSE
9044,2024-02,Online,Midlands,25-34,Gold,18,FALSE
9045,2024-02,Comparison Site,Wales & NI,45-54,Classic,0,FALSE
9046,2024-02,Online,South East,65+,Classic,0,FALSE
9047,2024-02,Outbound,Midlands,25-34,Gold,18,FALSE
9048,2024-02,Comparison Site,North,45-54,Silver,0,TRUE
9049,2024-02,Branch,Scotland,25-34,Platinum,0,TRUE
9050,2024-02,Comparison Site,South East,65+,Classic,0,FALSE
9051,2024-02,Branch,London,18-24,Gold,18,FALSE
9052,2024-02,Online,North,45-54,Platinum,0,TRUE
9053,2024-02,Online,South East,18-24,Gold,0,TRUE
9055,2024-02,Referral,South East,25-34,Platinum,28,FALSE
9056,2024-02,Outbound,South East,18-24,Gold,0,TRUE
9058,2024-02,Broker/IFA,Midlands,55-64,Silver,11,FALSE
9059,2024-02,Comparison Site,London,25-34,Classic,0,TRUE
9060,2024-02,Online,North,55-64,Gold,18,FALSE
9061,2024-02,Branch,North,35-44,Gold,18,FALSE
9062,2024-02,Online,Midlands,45-54,Classic,0,FALSE
9063,2024-02,Comparison Site,London,65+,Gold,0,TRUE
9064,2024-02,Comparison Site,Wales & NI,45-54,Silver,0,TRUE
9066,2024-02,Branch,London,18-24,Classic,0,FALSE
9067,2024-02,Broker/IFA,Scotland,18-24,Platinum,28,FALSE
9068,2024-02,Online,Midlands,65+,Silver,0,TRUE
9069,2024-02,Comparison Site,Midlands,55-64,Silver,0,TRUE
9070,2024-02,Comparison Site,Midlands,18-24,Gold,18,FALSE
9071,2024-02,Comparison Site,North,45-54,Classic,0,TRUE
9072,2024-02,Online,North,55-64,Gold,18,FALSE
9073,2024-02,Branch,Midlands,25-34,Platinum,28,FALSE
9074,2024-02,Referral,North,65+,Gold,18,FALSE
9075,2024-02,Referral,North,18-24,Platinum,28,FALSE
9076,2024-02,Comparison Site,Scotland,35-44,Classic,0,TRUE
9077,2024-02,Outbound,London,45-54,Gold,18,FALSE
9078,2024-02,Outbound,London,65+,Silver,11,FALSE
9079,2024-02,Online,South East,18-24,Silver,0,TRUE
9080,2024-02,Online,Wales & NI,55-64,Classic,0,TRUE
9081,2024-02,Referral,Midlands,25-34,Silver,11,FALSE
9082,2024-02,Online,London,55-64,Platinum,28,FALSE
9083,2024-02,Comparison Site,Midlands,45-54,Platinum,28,FALSE
9084,2024-02,Comparison Site,Midlands,55-64,Silver,11,FALSE
9085,2024-02,Comparison Site,London,25-34,Silver,11,FALSE
9086,2024-02,Branch,Midlands,45-54,Platinum,28,FALSE
9087,2024-02,Outbound,Scotland,25-34,Classic,0,FALSE
9088,2024-02,Branch,Midlands,25-34,Gold,18,FALSE
9091,2024-02,Referral,Midlands,55-64,Silver,11,FALSE
9092,2024-02,Comparison Site,North,25-34,Gold,18,FALSE
9093,2024-02,Online,North,55-64,Platinum,28,FALSE
9094,2024-02,Online,Midlands,25-34,Classic,0,FALSE
9095,2024-02,Referral,South East,45-54,Gold,18,FALSE
9096,2024-02,Online,North,18-24,Platinum,28,FALSE
9097,2024-02,Branch,North,35-44,Classic,0,FALSE
9098,2024-02,Comparison Site,North,35-44,Gold,0,TRUE
9099,2024-02,Branch,North,65+,Gold,18,FALSE
9100,2024-02,Comparison Site,Wales & NI,25-34,Classic,0,TRUE
9101,2024-02,Comparison Site,North,18-24,Classic,0,TRUE
9102,2024-02,Comparison Site,London,55-64,Gold,18,FALSE
9103,2024-02,Comparison Site,London,55-64,Classic,0,TRUE
9104,2024-02,Online,Midlands,35-44,Classic,0,FALSE
9105,2024-02,Broker/IFA,North,45-54,Classic,0,FALSE
9106,2024-02,Outbound,Midlands,45-54,Platinum,28,FALSE
9107,2024-02,Online,Scotland,35-44,Gold,0,TRUE
9108,2024-02,Broker/IFA,Scotland,25-34,Gold,18,FALSE
9109,2024-02,Comparison Site,North,35-44,Classic,0,TRUE
9110,2024-02,Online,Wales & NI,25-34,Silver,0,TRUE
9112,2024-02,Online,Wales & NI,45-54,Classic,0,FALSE
9113,2024-02,Referral,North,35-44,Silver,11,FALSE
9114,2024-02,Branch,Wales & NI,25-34,Gold,18,FALSE
9115,2024-02,Online,North,18-24,Gold,0,TRUE
9117,2024-02,Online,Midlands,65+,Silver,11,FALSE
9119,2024-02,Referral,South East,45-54,Gold,18,FALSE
9121,2024-02,Outbound,London,65+,Classic,0,FALSE
9122,2024-02,Comparison Site,North,35-44,Gold,18,FALSE
9123,2024-02,Online,South East,35-44,Silver,0,TRUE
9124,2024-02,Referral,Wales & NI,25-34,Platinum,0,TRUE
9125,2024-02,Referral,South East,35-44,Silver,11,FALSE
9126,2024-02,Online,Midlands,55-64,Silver,0,TRUE
9127,2024-02,Broker/IFA,South East,25-34,Platinum,28,FALSE
9128,2024-02,Referral,London,25-34,Silver,11,FALSE
9129,2024-02,Online,London,35-44,Platinum,0,TRUE
9131,2024-02,Referral,London,45-54,Silver,11,FALSE
9132,2024-02,Branch,Wales & NI,35-44,Classic,0,FALSE
9133,2024-02,Broker/IFA,North,35-44,Platinum,28,FALSE
9134,2024-02,Comparison Site,South East,35-44,Silver,0,TRUE
9135,2024-02,Branch,Wales & NI,55-64,Gold,18,FALSE
9136,2024-02,Outbound,North,35-44,Silver,11,FALSE
9137,2024-02,Online,North,25-34,Classic,0,FALSE
9138,2024-02,Comparison Site,Scotland,25-34,Gold,0,TRUE
9139,2024-02,Referral,London,25-34,Platinum,28,FALSE
9140,2024-02,Branch,North,45-54,Platinum,28,FALSE
9141,2024-02,Branch,Midlands,25-34,Silver,11,FALSE
9142,2024-02,Comparison Site,North,65+,Silver,11,FALSE
9144,2024-02,Comparison Site,Midlands,35-44,Silver,11,FALSE
9145,2024-02,Broker/IFA,London,55-64,Gold,0,TRUE
9146,2024-02,Online,London,35-44,Silver,0,TRUE
9148,2024-02,Outbound,North,25-34,Classic,0,FALSE
9149,2024-02,Comparison Site,London,25-34,Silver,11,FALSE
9150,2024-02,Outbound,South East,25-34,Classic,0,FALSE
9151,2024-02,Branch,Scotland,18-24,Silver,11,FALSE
9153,2024-02,Comparison Site,London,35-44,Classic,0,TRUE
9154,2024-02,Outbound,South East,25-34,Gold,18,FALSE
9155,2024-02,Comparison Site,North,55-64,Classic,0,TRUE
9156,2024-02,Outbound,Scotland,45-54,Gold,0,TRUE
9157,2024-02,Online,South East,65+,Gold,18,FALSE
9158,2024-02,Branch,Midlands,35-44,Platinum,28,FALSE
9159,2024-02,Referral,Wales & NI,35-44,Platinum,28,FALSE
9160,2024-02,Comparison Site,Scotland,25-34,Classic,0,TRUE
9161,2024-02,Referral,South East,35-44,Silver,11,FALSE
9162,2024-02,Comparison Site,London,35-44,Classic,0,FALSE
9163,2024-02,Broker/IFA,Midlands,55-64,Silver,11,FALSE
9164,2024-02,Outbound,South East,35-44,Gold,0,TRUE
9165,2024-02,Comparison Site,Wales & NI,35-44,Classic,0,TRUE
9166,2024-02,Comparison Site,North,55-64,Classic,0,FALSE
9167,2024-02,Outbound,London,18-24,Platinum,0,TRUE
9170,2024-02,Broker/IFA,North,18-24,Platinum,28,FALSE
9171,2024-02,Referral,Scotland,25-34,Classic,0,FALSE
9172,2024-02,Comparison Site,London,65+,Silver,11,FALSE
9173,2024-02,Online,South East,35-44,Platinum,28,FALSE
9174,2024-02,Comparison Site,South East,55-64,Classic,0,TRUE
9175,2024-02,Referral,Wales & NI,35-44,Gold,18,FALSE
9176,2024-02,Online,South East,45-54,Silver,11,FALSE
9177,2024-02,Comparison Site,Midlands,35-44,Gold,0,TRUE
9178,2024-02,Comparison Site,North,18-24,Silver,11,FALSE
9179,2024-02,Broker/IFA,South East,45-54,Platinum,28,FALSE
9180,2024-02,Online,North,35-44,Classic,0,TRUE
9181,2024-02,Referral,Midlands,45-54,Platinum,0,TRUE
9182,2024-02,Branch,North,25-34,Platinum,28,FALSE
9183,2024-02,Online,South East,55-64,Platinum,0,TRUE
9184,2024-02,Online,Wales & NI,18-24,Classic,0,FALSE
9185,2024-02,Outbound,London,35-44,Classic,0,FALSE
9186,2024-02,Branch,London,65+,Gold,18,FALSE
9187,2024-02,Comparison Site,London,18-24,Silver,0,TRUE
9188,2024-02,Comparison Site,South East,35-44,Gold,18,FALSE
9189,2024-02,Outbound,North,25-34,Silver,11,FALSE
9190,2024-02,Online,Wales & NI,18-24,Classic,0,TRUE
9191,2024-02,Online,North,25-34,Platinum,28,FALSE
9192,2024-02,Comparison Site,Midlands,35-44,Gold,18,FALSE
9193,2024-02,Online,South East,35-44,Silver,11,FALSE
9194,2024-02,Branch,London,45-54,Silver,11,FALSE
9195,2024-02,Online,South East,18-24,Silver,0,TRUE
9196,2024-02,Outbound,Scotland,65+,Silver,11,FALSE
9197,2024-02,Comparison Site,Wales & NI,65+,Silver,0,TRUE
9198,2024-02,Referral,Scotland,25-34,Gold,18,FALSE
9199,2024-02,Comparison Site,London,25-34,Silver,11,FALSE
9200,2024-02,Online,Scotland,65+,Classic,0,FALSE
9201,2024-02,Comparison Site,South East,25-34,Gold,18,FALSE
9202,2024-02,Online,North,25-34,Silver,0,TRUE
9203,2024-02,Referral,North,25-34,Silver,0,TRUE
9204,2024-02,Outbound,South East,45-54,Gold,18,FALSE
9205,2024-02,Online,North,45-54,Silver,11,FALSE
9206,2024-02,Comparison Site,Midlands,18-24,Classic,0,FALSE
9207,2024-02,Comparison Site,South East,35-44,Silver,0,TRUE
9208,2024-02,Referral,South East,25-34,Silver,0,TRUE
9209,2024-02,Comparison Site,Midlands,35-44,Classic,0,FALSE
9210,2024-02,Broker/IFA,South East,25-34,Gold,18,FALSE
9211,2024-02,Online,North,45-54,Silver,11,FALSE
9212,2024-02,Online,North,55-64,Silver,11,FALSE
9213,2024-02,Online,North,35-44,Gold,0,TRUE
9214,2024-02,Broker/IFA,North,45-54,Gold,18,FALSE
9215,2024-02,Broker/IFA,North,55-64,Silver,11,FALSE
9216,2024-02,Outbound,South East,35-44,Classic,0,FALSE
9217,2024-02,Online,London,25-34,Gold,0,TRUE
9218,2024-02,Comparison Site,Wales & NI,18-24,Classic,0,TRUE
9219,2024-02,Online,London,55-64,Platinum,28,FALSE
9220,2024-02,Comparison Site,Midlands,45-54,Silver,11,FALSE
9221,2024-02,Branch,Scotland,25-34,Gold,18,FALSE
9222,2024-02,Comparison Site,Wales & NI,45-54,Gold,0,TRUE
9223,2024-02,Referral,Midlands,25-34,Silver,0,TRUE
9224,2024-02,Outbound,North,25-34,Platinum,0,TRUE
9225,2024-02,Online,South East,18-24,Silver,11,FALSE
9226,2024-02,Comparison Site,Scotland,18-24,Classic,0,TRUE
9227,2024-02,Outbound,South East,18-24,Silver,11,FALSE
9228,2024-02,Comparison Site,South East,65+,Silver,11,FALSE
9229,2024-02,Branch,London,25-34,Platinum,28,FALSE
9230,2024-02,Outbound,London,45-54,Gold,0,TRUE
9231,2024-02,Online,South East,25-34,Silver,0,TRUE
9232,2024-02,Outbound,North,35-44,Platinum,28,FALSE
9233,2024-02,Online,North,35-44,Classic,0,TRUE
9234,2024-02,Online,Wales & NI,35-44,Classic,0,TRUE
9235,2024-02,Comparison Site,North,25-34,Classic,0,TRUE
9236,2024-02,Branch,Scotland,45-54,Platinum,28,FALSE
9237,2024-02,Branch,South East,25-34,Silver,11,FALSE
9238,2024-02,Online,London,25-34,Classic,0,TRUE
9239,2024-02,Online,London,25-34,Silver,0,TRUE
9240,2024-02,Comparison Site,North,25-34,Silver,11,FALSE
9241,2024-02,Comparison Site,London,35-44,Silver,0,TRUE
9242,2024-02,Comparison Site,Midlands,35-44,Classic,0,TRUE
9244,2024-02,Outbound,South East,25-34,Classic,0,FALSE
9245,2024-02,Referral,Midlands,35-44,Silver,11,FALSE
9246,2024-02,Comparison Site,North,65+,Silver,11,FALSE
9247,2024-02,Branch,Midlands,45-54,Silver,11,FALSE
9248,2024-02,Outbound,London,45-54,Classic,0,TRUE
9249,2024-02,Outbound,North,25-34,Classic,0,TRUE
9250,2024-02,Online,London,45-54,Platinum,28,FALSE
9251,2024-02,Branch,London,25-34,Silver,11,FALSE
9253,2024-02,Outbound,South East,35-44,Silver,0,TRUE
9254,2024-02,Comparison Site,London,45-54,Classic,0,TRUE
9255,2024-02,Outbound,London,35-44,Silver,0,TRUE
9256,2024-02,Online,South East,45-54,Classic,0,FALSE
9257,2024-02,Comparison Site,London,35-44,Silver,0,TRUE
9258,2024-02,Broker/IFA,Scotland,25-34,Gold,18,FALSE
9259,2024-02,Online,South East,35-44,Silver,11,FALSE
9260,2024-02,Comparison Site,South East,35-44,Silver,0,TRUE
9261,2024-02,Online,Midlands,45-54,Classic,0,FALSE
9262,2024-02,Referral,South East,35-44,Classic,0,TRUE
9263,2024-02,Branch,North,25-34,Platinum,0,TRUE
9264,2024-02,Comparison Site,Midlands,45-54,Gold,18,FALSE
9265,2024-02,Comparison Site,London,25-34,Silver,11,FALSE
9266,2024-02,Broker/IFA,Wales & NI,65+,Classic,0,FALSE
9267,2024-02,Branch,North,18-24,Silver,11,FALSE
9268,2024-02,Referral,Wales & NI,55-64,Gold,18,FALSE
9269,2024-02,Broker/IFA,London,25-34,Gold,18,FALSE
9270,2024-02,Online,North,65+,Silver,0,TRUE
9271,2024-02,Online,North,55-64,Silver,0,TRUE
9272,2024-02,Online,North,45-54,Silver,11,FALSE
9273,2024-02,Online,North,55-64,Gold,18,FALSE
9274,2024-02,Referral,North,65+,Silver,11,FALSE
9275,2024-02,Referral,Midlands,45-54,Gold,18,FALSE
9276,2024-02,Comparison Site,North,18-24,Classic,0,FALSE
9277,2024-02,Referral,Scotland,55-64,Gold,18,FALSE
9279,2024-02,Online,London,55-64,Silver,0,TRUE
9280,2024-02,Online,London,45-54,Gold,18,FALSE
9281,2024-02,Referral,London,65+,Platinum,28,FALSE
9282,2024-02,Comparison Site,Midlands,55-64,Classic,0,FALSE
9283,2024-02,Comparison Site,London,65+,Classic,0,FALSE
9284,2024-02,Comparison Site,London,55-64,Classic,0,TRUE
9285,2024-02,Referral,South East,35-44,Gold,18,FALSE
9286,2024-02,Referral,North,55-64,Silver,11,FALSE
9287,2024-02,Comparison Site,North,45-54,Classic,0,FALSE
9288,2024-02,Online,Midlands,35-44,Silver,0,TRUE
9290,2024-02,Outbound,South East,35-44,Silver,0,TRUE
9291,2024-02,Online,London,45-54,Silver,0,TRUE
9292,2024-02,Online,London,45-54,Classic,0,FALSE
9293,2024-02,Branch,Midlands,25-34,Classic,0,FALSE
9294,2024-02,Online,Midlands,25-34,Classic,0,TRUE
9295,2024-02,Comparison Site,Scotland,45-54,Classic,0,FALSE
9296,2024-02,Online,North,25-34,Gold,0,TRUE
9297,2024-02,Online,North,18-24,Classic,0,TRUE
9298,2024-02,Outbound,North,25-34,Gold,18,FALSE
9299,2024-02,Comparison Site,South East,45-54,Gold,18,FALSE
9300,2024-02,Outbound,North,25-34,Classic,0,TRUE
9301,2024-02,Outbound,London,55-64,Classic,0,FALSE
9302,2024-02,Comparison Site,South East,35-44,Classic,0,TRUE
9303,2024-02,Comparison Site,Midlands,45-54,Silver,11,FALSE
9304,2024-02,Online,London,55-64,Silver,11,FALSE
9305,2024-02,Comparison Site,North,25-34,Classic,0,FALSE
9306,2024-02,Comparison Site,Midlands,65+,Silver,0,TRUE
9307,2024-02,Online,South East,55-64,Gold,18,FALSE
9308,2024-02,Outbound,Midlands,35-44,Silver,0,TRUE
9309,2024-02,Online,North,45-54,Gold,0,TRUE
9310,2024-02,Comparison Site,South East,65+,Silver,0,TRUE
9311,2024-02,Online,Midlands,55-64,Classic,0,TRUE
9312,2024-02,Online,Midlands,18-24,Silver,11,FALSE
9313,2024-02,Online,Wales & NI,18-24,Classic,0,FALSE
9314,2024-02,Online,London,65+,Gold,18,FALSE
9315,2024-02,Branch,North,25-34,Platinum,28,FALSE
9316,2024-02,Online,London,35-44,Platinum,0,TRUE
9317,2024-02,Comparison Site,Midlands,45-54,Silver,11,FALSE
9318,2024-02,Referral,North,45-54,Classic,0,FALSE
9319,2024-02,Broker/IFA,London,65+,Classic,0,FALSE
9320,2024-02,Branch,London,45-54,Silver,11,FALSE
9321,2024-02,Online,Midlands,35-44,Gold,18,FALSE
9322,2024-02,Broker/IFA,Midlands,65+,Gold,0,TRUE
9324,2024-02,Online,Wales & NI,18-24,Silver,11,FALSE
9325,2024-02,Comparison Site,South East,25-34,Silver,11,FALSE
9327,2024-02,Comparison Site,North,25-34,Silver,0,TRUE
9329,2024-02,Broker/IFA,South East,55-64,Silver,11,FALSE
9330,2024-02,Online,North,45-54,Gold,0,TRUE
9331,2024-02,Branch,London,35-44,Gold,0,TRUE
9332,2024-02,Outbound,Midlands,25-34,Silver,11,FALSE
9333,2024-02,Comparison Site,South East,65+,Classic,0,TRUE
9334,2024-02,Outbound,Midlands,18-24,Classic,0,FALSE
9336,2024-02,Online,London,35-44,Classic,0,TRUE
9337,2024-02,Online,North,35-44,Platinum,28,FALSE
9338,2024-02,Comparison Site,Midlands,35-44,Classic,0,TRUE
9339,2024-02,Comparison Site,Scotland,25-34,Classic,0,TRUE
9340,2024-02,Online,South East,25-34,Classic,0,FALSE
9341,2024-02,Referral,North,35-44,Silver,11,FALSE
9342,2024-02,Outbound,London,18-24,Classic,0,TRUE
9343,2024-02,Online,North,35-44,Silver,11,FALSE
9344,2024-02,Comparison Site,London,35-44,Classic,0,TRUE
9346,2024-02,Referral,Midlands,45-54,Gold,18,FALSE
9347,2024-02,Online,Wales & NI,18-24,Silver,0,TRUE
9348,2024-02,Referral,Scotland,25-34,Gold,18,FALSE
9349,2024-02,Outbound,Midlands,35-44,Silver,11,FALSE
9350,2024-02,Outbound,North,25-34,Silver,0,TRUE
9351,2024-02,Branch,South East,65+,Platinum,0,TRUE
9352,2024-02,Comparison Site,South East,25-34,Silver,0,TRUE
9353,2024-02,Comparison Site,London,25-34,Silver,0,TRUE
9354,2024-02,Comparison Site,Scotland,35-44,Gold,0,TRUE
9355,2024-02,Outbound,London,25-34,Gold,0,TRUE
9356,2024-02,Online,North,18-24,Gold,0,TRUE
9357,2024-02,Online,Midlands,35-44,Gold,0,TRUE
9358,2024-02,Referral,Scotland,25-34,Gold,18,FALSE
9359,2024-02,Comparison Site,Scotland,18-24,Silver,0,TRUE
9360,2024-02,Branch,London,45-54,Silver,11,FALSE
9361,2024-02,Broker/IFA,South East,35-44,Gold,18,FALSE
9362,2024-02,Comparison Site,Midlands,25-34,Silver,0,TRUE
9363,2024-02,Branch,London,35-44,Silver,0,TRUE
9364,2024-02,Online,North,35-44,Silver,11,FALSE
9365,2024-02,Branch,Midlands,65+,Gold,18,FALSE
9366,2024-02,Online,London,55-64,Gold,18,FALSE
9368,2024-02,Referral,South East,55-64,Gold,18,FALSE
9369,2024-02,Online,North,25-34,Silver,11,FALSE
9370,2024-02,Online,North,35-44,Gold,0,TRUE
9371,2024-02,Comparison Site,North,45-54,Silver,0,TRUE
9372,2024-02,Branch,North,18-24,Gold,18,FALSE
9373,2024-02,Comparison Site,Scotland,45-54,Classic,0,TRUE
9374,2024-02,Comparison Site,South East,55-64,Silver,0,TRUE
9375,2024-02,Online,Scotland,18-24,Silver,11,FALSE
9376,2024-02,Online,Scotland,65+,Platinum,28,FALSE
9377,2024-02,Online,London,35-44,Classic,0,TRUE
9378,2024-02,Online,Scotland,25-34,Classic,0,TRUE
9379,2024-02,Branch,North,25-34,Silver,11,FALSE
9380,2024-02,Outbound,South East,65+,Classic,0,FALSE
9382,2024-02,Branch,North,35-44,Silver,0,TRUE
9383,2024-02,Comparison Site,Scotland,55-64,Silver,0,TRUE
9384,2024-02,Outbound,South East,35-44,Classic,0,FALSE
9387,2024-02,Online,London,35-44,Classic,0,FALSE
9388,2024-02,Comparison Site,North,45-54,Silver,11,FALSE
9389,2024-02,Online,London,25-34,Gold,18,FALSE
9391,2024-02,Online,Midlands,65+,Silver,11,FALSE
9392,2024-02,Comparison Site,Midlands,25-34,Gold,0,TRUE
9393,2024-02,Online,Wales & NI,18-24,Classic,0,TRUE
9394,2024-02,Branch,London,45-54,Gold,18,FALSE
