signup_month,last_active,tenure_months,channel,age_band,region,first_plan,last_plan,total_revenue,max_paid,joined_on_promo,ever_paid,churned,reason_code
2023-06,2024-12,19,Broker/IFA,55-64,Scotland,Gold,Silver,314,18,False,True,False,
2023-06,2024-12,19,Online,35-44,North,Classic,Classic,0,0,True,False,False,
2023-06,2023-12,7,Comparison Site,35-44,London,Classic,Classic,0,0,False,False,True,
2023-06,2023-11,6,Comparison Site,55-64,South East,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-12,19,Online,35-44,South East,Silver,Gold,314,18,False,True,False,
2023-06,2024-07,14,Online,18-24,Wales & NI,Silver,Classic,132,11,False,True,True,Poor service
2023-06,2023-06,1,Comparison Site,55-64,North,Classic,Classic,0,0,True,False,True,
2023-06,2023-06,1,Outbound,25-34,Midlands,Classic,Classic,0,0,False,False,True,
2023-06,2024-03,10,Broker/IFA,25-34,Wales & NI,Platinum,Gold,220,28,False,True,True,Fees too high
2023-06,2024-12,19,Referral,65+,North,Platinum,Platinum,532,28,False,True,False,
2023-06,2023-11,6,Branch,65+,London,Silver,Silver,66,11,False,True,True,
2023-06,2024-06,13,Outbound,35-44,North,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-12,19,Referral,35-44,Midlands,Platinum,Gold,412,28,False,True,False,
2023-06,2023-08,3,Comparison Site,45-54,Wales & NI,Silver,Silver,0,0,True,False,True,Unknown
2023-06,2024-12,19,Online,45-54,Midlands,Silver,Silver,209,11,False,True,False,
2023-06,2023-07,2,Online,55-64,North,Silver,Silver,0,0,True,False,True,
2023-06,2023-06,1,Referral,25-34,North,Gold,Gold,0,0,True,False,True,Unhappy with perks
2023-06,2024-06,13,Comparison Site,55-64,London,Classic,Classic,0,0,True,False,True,
2023-06,2023-07,2,Outbound,25-34,North,Silver,Silver,0,0,True,False,True,Switched provider
2023-06,2024-01,8,Comparison Site,65+,Midlands,Silver,Classic,11,11,True,True,True,
2023-06,2023-11,6,Online,45-54,Wales & NI,Classic,Classic,0,0,False,False,True,
2023-06,2024-12,19,Comparison Site,35-44,Midlands,Platinum,Platinum,532,28,False,True,False,
2023-06,2023-06,1,Comparison Site,55-64,North,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-12,19,Referral,18-24,Midlands,Silver,Gold,265,18,False,True,False,
2023-06,2024-08,15,Outbound,35-44,London,Silver,Silver,165,11,False,True,True,
2023-06,2024-12,19,Branch,25-34,Wales & NI,Platinum,Platinum,532,28,False,True,False,
2023-06,2024-12,19,Comparison Site,25-34,North,Silver,Classic,132,11,False,True,False,
2023-06,2024-07,14,Outbound,45-54,Scotland,Silver,Gold,144,18,True,True,True,
2023-06,2024-12,19,Online,25-34,Wales & NI,Gold,Platinum,372,28,False,True,False,
2023-06,2024-12,19,Online,35-44,London,Silver,Silver,55,11,True,True,False,
2023-06,2023-06,1,Comparison Site,18-24,North,Silver,Silver,11,11,False,True,True,Unknown
2023-06,2024-06,13,Online,25-34,Midlands,Classic,Classic,0,0,False,False,True,Poor service
2023-06,2023-06,1,Referral,45-54,London,Silver,Silver,11,11,False,True,True,
2023-06,2024-12,19,Branch,18-24,South East,Gold,Gold,342,18,False,True,False,
2023-06,2023-10,5,Comparison Site,18-24,South East,Silver,Silver,0,0,True,False,True,Poor service
2023-06,2024-06,13,Comparison Site,25-34,Midlands,Silver,Silver,77,11,True,True,True,
2023-06,2024-12,19,Online,35-44,London,Silver,Platinum,254,28,False,True,False,
2023-06,2024-05,12,Outbound,25-34,North,Silver,Silver,132,11,False,True,True,Poor service
2023-06,2024-05,12,Comparison Site,25-34,Midlands,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-05,12,Referral,18-24,London,Classic,Classic,0,0,True,False,True,
2023-06,2024-12,19,Outbound,25-34,London,Classic,Silver,77,11,True,True,False,
2023-06,2024-12,19,Referral,25-34,Midlands,Gold,Gold,342,18,False,True,False,
2023-06,2024-12,19,Branch,25-34,South East,Silver,Silver,209,11,False,True,False,
2023-06,2023-08,3,Comparison Site,35-44,London,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-12,19,Branch,25-34,London,Platinum,Platinum,532,28,False,True,False,
2023-06,2024-12,19,Broker/IFA,25-34,London,Platinum,Platinum,452,28,False,True,False,
2023-06,2024-12,19,Online,45-54,London,Gold,Gold,234,18,True,True,False,
2023-06,2023-10,5,Comparison Site,25-34,South East,Silver,Silver,55,11,False,True,True,
2023-06,2023-08,3,Comparison Site,18-24,Scotland,Classic,Classic,0,0,False,False,True,Poor service
2023-06,2024-12,19,Broker/IFA,25-34,Scotland,Silver,Platinum,434,28,False,True,False,
2023-06,2024-12,19,Referral,35-44,South East,Gold,Gold,342,18,False,True,False,
2023-06,2024-12,19,Broker/IFA,25-34,South East,Platinum,Gold,462,28,False,True,False,
2023-06,2024-12,19,Branch,18-24,London,Silver,Gold,321,18,False,True,False,
2023-06,2023-12,7,Comparison Site,65+,North,Classic,Classic,0,0,True,False,True,Fees too high
2023-06,2024-08,15,Outbound,45-54,Scotland,Silver,Silver,99,11,True,True,True,Fees too high
2023-06,2024-12,19,Referral,45-54,Midlands,Gold,Platinum,472,28,False,True,False,
2023-06,2023-10,5,Online,25-34,London,Silver,Silver,55,11,False,True,True,
2023-06,2024-12,19,Online,45-54,London,Gold,Gold,234,18,True,True,False,
2023-06,2024-12,19,Online,25-34,Midlands,Silver,Classic,77,11,True,True,False,
2023-06,2023-07,2,Comparison Site,35-44,South East,Silver,Silver,22,11,False,True,True,
2023-06,2024-10,17,Referral,35-44,Wales & NI,Platinum,Gold,346,28,False,True,True,Unhappy with perks
2023-06,2024-12,19,Branch,25-34,South East,Classic,Classic,0,0,False,False,False,
2023-06,2024-12,19,Branch,65+,London,Classic,Platinum,432,28,False,True,False,
2023-06,2024-12,19,Branch,25-34,Midlands,Classic,Platinum,273,28,True,True,False,
2023-06,2024-12,19,Online,35-44,North,Silver,Platinum,274,28,True,True,False,
2023-06,2024-12,19,Outbound,18-24,South East,Silver,Gold,328,18,False,True,False,
2023-06,2024-03,10,Online,25-34,North,Silver,Classic,88,11,False,True,True,Unknown
2023-06,2024-12,19,Online,55-64,South East,Silver,Classic,176,11,False,True,False,
2023-06,2024-12,19,Branch,25-34,South East,Gold,Platinum,402,28,False,True,False,
2023-06,2023-07,2,Branch,25-34,London,Gold,Gold,36,18,False,True,True,Unhappy with perks
2023-06,2024-12,19,Referral,25-34,London,Classic,Silver,187,11,False,True,False,
2023-06,2024-12,19,Comparison Site,25-34,North,Silver,Silver,143,11,True,True,False,
2023-06,2024-12,19,Online,35-44,South East,Gold,Gold,342,18,False,True,False,
2023-06,2024-12,19,Referral,35-44,South East,Gold,Platinum,512,28,False,True,False,
2023-06,2024-12,19,Comparison Site,55-64,South East,Silver,Gold,234,18,True,True,False,
2023-06,2024-12,19,Outbound,25-34,South East,Classic,Classic,0,0,True,False,False,
2023-06,2024-08,15,Referral,25-34,Midlands,Platinum,Gold,390,28,False,True,True,Moved abroad
2023-07,2023-12,6,Online,35-44,South East,Silver,Silver,66,11,False,True,True,Poor service
2023-07,2024-12,18,Comparison Site,45-54,London,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Branch,25-34,Midlands,Platinum,Silver,228,28,True,True,False,
2023-07,2024-05,11,Online,25-34,Scotland,Classic,Classic,0,0,False,False,True,Poor service
2023-07,2024-04,10,Comparison Site,65+,London,Silver,Classic,11,11,True,True,True,Fees too high
2023-07,2023-09,3,Outbound,35-44,North,Silver,Silver,0,0,True,False,True,
2023-07,2024-12,18,Online,45-54,North,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Online,35-44,Wales & NI,Silver,Silver,198,11,False,True,False,Switched provider
2023-07,2023-12,6,Comparison Site,45-54,London,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Referral,55-64,South East,Silver,Gold,261,18,False,True,False,
2023-07,2024-12,18,Comparison Site,35-44,North,Classic,Silver,88,11,True,True,False,
2023-07,2024-07,13,Outbound,45-54,South East,Silver,Platinum,317,28,False,True,True,
2023-07,2024-12,18,Branch,65+,Midlands,Silver,Gold,254,18,False,True,False,
2023-07,2023-08,2,Comparison Site,35-44,North,Classic,Classic,0,0,True,False,True,Unknown
2023-07,2024-12,18,Online,18-24,Midlands,Classic,Classic,0,0,False,False,False,
2023-07,2024-01,7,Comparison Site,18-24,South East,Gold,Gold,18,18,True,True,True,Switched provider
2023-07,2024-12,18,Comparison Site,35-44,London,Gold,Gold,216,18,True,True,False,
2023-07,2024-12,18,Branch,45-54,Midlands,Classic,Gold,153,18,True,True,False,
2023-07,2024-12,18,Broker/IFA,35-44,Midlands,Platinum,Platinum,504,28,False,True,False,
2023-07,2023-09,3,Comparison Site,35-44,Midlands,Classic,Classic,0,0,False,False,True,Moved abroad
2023-07,2023-11,5,Comparison Site,35-44,Wales & NI,Classic,Classic,0,0,True,False,True,
2023-07,2023-07,1,Branch,18-24,Midlands,Classic,Classic,0,0,False,False,True,
2023-07,2024-12,18,Online,25-34,London,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Comparison Site,25-34,North,Classic,Classic,0,0,True,False,False,
2023-07,2024-10,16,Comparison Site,25-34,Scotland,Silver,Silver,176,11,False,True,True,Unknown
2023-07,2024-08,14,Broker/IFA,35-44,Midlands,Silver,Silver,154,11,False,True,True,Poor service
2023-07,2023-08,2,Online,18-24,Wales & NI,Classic,Silver,0,0,True,False,True,
2023-07,2024-12,18,Broker/IFA,65+,Wales & NI,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-08,14,Online,65+,Wales & NI,Classic,Classic,0,0,False,False,True,
2023-07,2024-10,16,Online,65+,North,Classic,Classic,0,0,False,False,True,Poor service
2023-07,2023-11,5,Broker/IFA,35-44,North,Silver,Silver,55,11,False,True,True,Switched provider
2023-07,2024-12,18,Comparison Site,18-24,Midlands,Classic,Silver,121,11,True,True,False,
2023-07,2024-04,10,Comparison Site,18-24,North,Classic,Classic,0,0,True,False,True,
2023-07,2023-11,5,Online,35-44,Midlands,Silver,Classic,0,0,True,False,True,
2023-07,2024-04,10,Broker/IFA,25-34,North,Gold,Platinum,270,28,False,True,True,Poor service
2023-07,2024-12,18,Branch,25-34,South East,Classic,Gold,163,18,True,True,False,
2023-07,2024-12,18,Online,25-34,Midlands,Silver,Gold,216,18,True,True,False,
2023-07,2024-12,18,Outbound,18-24,Scotland,Gold,Gold,216,18,True,True,False,
2023-07,2024-12,18,Broker/IFA,65+,Midlands,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-01,7,Comparison Site,25-34,London,Silver,Silver,11,11,True,True,True,
2023-07,2023-08,2,Comparison Site,45-54,Midlands,Classic,Classic,0,0,False,False,True,Fees too high
2023-07,2024-06,12,Online,18-24,Midlands,Classic,Classic,0,0,False,False,True,Moved abroad
2023-07,2023-07,1,Comparison Site,35-44,London,Silver,Silver,11,11,False,True,True,
2023-07,2024-06,12,Referral,35-44,North,Gold,Gold,216,18,False,True,True,Unhappy with perks
2023-07,2023-10,4,Comparison Site,18-24,North,Classic,Classic,0,0,True,False,True,Switched provider
2023-07,2024-12,18,Branch,25-34,Wales & NI,Classic,Silver,22,11,False,True,False,
2023-07,2024-12,18,Branch,35-44,South East,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-01,7,Branch,45-54,Wales & NI,Classic,Classic,0,0,False,False,True,Poor service
2023-07,2024-12,18,Branch,25-34,Wales & NI,Classic,Gold,166,18,False,True,False,
2023-07,2024-12,18,Comparison Site,25-34,Scotland,Classic,Classic,0,0,True,False,False,
2023-07,2024-06,12,Outbound,25-34,North,Classic,Classic,0,0,True,False,True,
2023-07,2024-04,10,Online,35-44,North,Classic,Classic,0,0,False,False,True,Moved abroad
2023-07,2024-03,9,Comparison Site,55-64,South East,Classic,Classic,0,0,False,False,True,Unknown
2023-07,2024-04,10,Branch,65+,Midlands,Gold,Silver,159,18,False,True,True,
2023-07,2024-12,18,Online,35-44,London,Gold,Silver,317,18,False,True,False,
2023-07,2024-12,18,Comparison Site,18-24,London,Gold,Gold,216,18,True,True,False,
2023-07,2023-07,1,Comparison Site,55-64,Midlands,Classic,Classic,0,0,False,False,True,
2023-07,2024-12,18,Referral,55-64,Scotland,Platinum,Gold,414,28,False,True,False,
2023-07,2024-12,18,Outbound,35-44,London,Classic,Classic,0,0,True,False,False,
2023-07,2023-11,5,Broker/IFA,65+,London,Classic,Silver,33,11,False,True,True,Moved abroad
2023-07,2023-09,3,Branch,55-64,London,Silver,Silver,33,11,False,True,True,Moved abroad
2023-07,2024-12,18,Broker/IFA,65+,London,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-11,17,Outbound,65+,London,Silver,Classic,33,11,False,True,True,Unknown
2023-07,2024-09,15,Referral,35-44,North,Gold,Platinum,330,28,False,True,True,Unknown
2023-07,2023-08,2,Outbound,65+,South East,Silver,Silver,22,11,False,True,True,
2023-07,2024-09,15,Online,25-34,Midlands,Gold,Gold,242,28,True,True,True,Unhappy with perks
2023-07,2024-12,18,Referral,55-64,Scotland,Silver,Gold,440,28,False,True,False,
2023-07,2024-12,18,Branch,45-54,South East,Silver,Gold,184,18,True,True,False,
2023-07,2024-12,18,Online,18-24,Midlands,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-12,18,Online,45-54,Midlands,Silver,Classic,11,11,True,True,False,
2023-07,2024-12,18,Referral,55-64,North,Gold,Gold,324,18,False,True,False,
2023-07,2024-12,18,Comparison Site,18-24,North,Silver,Gold,181,18,True,True,False,
2023-07,2023-12,6,Online,35-44,North,Gold,Platinum,118,28,False,True,True,
2023-07,2024-12,18,Online,25-34,Wales & NI,Silver,Platinum,393,28,False,True,False,
2023-07,2024-12,18,Outbound,55-64,Wales & NI,Silver,Silver,198,11,False,True,False,Switched provider
2023-07,2024-12,18,Referral,25-34,South East,Silver,Gold,216,18,True,True,False,
2023-07,2024-12,18,Branch,35-44,Midlands,Gold,Gold,268,18,False,True,False,
2023-07,2024-12,18,Comparison Site,65+,Midlands,Silver,Platinum,284,28,False,True,False,
2023-07,2024-12,18,Comparison Site,25-34,Wales & NI,Silver,Gold,139,18,True,True,False,
2023-07,2024-12,18,Branch,55-64,London,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-09,15,Branch,45-54,Wales & NI,Platinum,Gold,340,28,False,True,True,
2023-07,2024-12,18,Branch,65+,Midlands,Gold,Classic,127,18,False,True,False,
2023-07,2024-12,18,Online,45-54,London,Silver,Platinum,296,28,True,True,False,
2023-07,2023-09,3,Comparison Site,55-64,South East,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Branch,35-44,London,Gold,Platinum,424,28,False,True,False,
2023-07,2024-12,18,Online,45-54,London,Silver,Gold,166,18,False,True,False,
2023-07,2024-12,18,Referral,35-44,North,Platinum,Gold,384,28,False,True,False,
2023-07,2023-07,1,Comparison Site,25-34,Scotland,Classic,Classic,0,0,True,False,True,Fees too high
2023-07,2024-02,8,Comparison Site,18-24,North,Classic,Classic,0,0,False,False,True,
2023-07,2024-12,18,Referral,35-44,Midlands,Silver,Classic,0,0,True,False,False,
2023-07,2023-11,5,Outbound,25-34,Scotland,Platinum,Platinum,0,0,True,False,True,
2023-07,2024-02,8,Outbound,18-24,Wales & NI,Silver,Silver,22,11,True,True,True,
2023-07,2024-12,18,Online,18-24,North,Silver,Silver,198,11,False,True,False,
2023-07,2023-08,2,Comparison Site,35-44,London,Silver,Silver,0,0,True,False,True,Switched provider
2023-07,2024-12,18,Online,35-44,South East,Silver,Silver,110,11,False,True,False,
2023-07,2024-12,18,Referral,45-54,North,Gold,Gold,324,18,False,True,False,
2023-07,2024-12,18,Online,55-64,London,Classic,Silver,99,11,False,True,False,
2023-07,2023-10,4,Broker/IFA,45-54,Midlands,Gold,Gold,72,18,False,True,True,
2023-07,2024-12,18,Online,45-54,London,Classic,Silver,124,18,True,True,False,
2023-07,2024-01,7,Comparison Site,25-34,Midlands,Classic,Classic,0,0,True,False,True,
2023-07,2024-08,14,Broker/IFA,18-24,London,Gold,Gold,252,18,False,True,True,
2023-07,2023-10,4,Broker/IFA,45-54,South East,Gold,Platinum,102,28,False,True,True,Moved abroad
2023-07,2024-12,18,Comparison Site,45-54,North,Silver,Gold,188,18,True,True,False,
2023-07,2023-08,2,Comparison Site,55-64,North,Classic,Classic,0,0,True,False,True,Fees too high
2023-07,2024-12,18,Online,25-34,North,Silver,Classic,0,0,True,False,False,
2023-07,2024-12,18,Broker/IFA,45-54,Scotland,Silver,Gold,260,18,False,True,False,
2023-07,2024-07,13,Comparison Site,45-54,London,Classic,Silver,44,11,True,True,True,Fees too high
2023-07,2024-05,11,Comparison Site,18-24,North,Silver,Silver,55,11,True,True,True,Unknown
2023-07,2024-12,18,Comparison Site,35-44,London,Silver,Silver,132,11,True,True,False,
2023-07,2024-01,7,Comparison Site,55-64,London,Silver,Classic,0,0,True,False,True,Unknown
2023-07,2023-10,4,Online,65+,London,Classic,Classic,0,0,False,False,True,Unknown
2023-07,2024-12,18,Outbound,25-34,Wales & NI,Platinum,Platinum,504,28,False,True,False,
2023-07,2023-08,2,Broker/IFA,45-54,Midlands,Silver,Silver,22,11,False,True,True,Unknown
2023-07,2023-10,4,Branch,35-44,South East,Classic,Classic,0,0,False,False,True,
2023-07,2023-12,6,Comparison Site,18-24,London,Silver,Silver,0,0,True,False,True,Fees too high
2023-07,2024-04,10,Online,45-54,Midlands,Classic,Classic,0,0,False,False,True,Poor service
2023-07,2024-10,16,Outbound,35-44,Wales & NI,Gold,Platinum,280,28,True,True,True,Unhappy with perks
2023-07,2023-08,2,Outbound,25-34,Midlands,Silver,Silver,22,11,False,True,True,
2023-07,2023-10,4,Comparison Site,18-24,North,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Referral,18-24,London,Platinum,Gold,424,28,False,True,False,
2023-07,2024-12,18,Online,55-64,North,Silver,Gold,127,18,True,True,False,
2023-07,2024-12,18,Branch,25-34,South East,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Online,35-44,Wales & NI,Gold,Gold,324,18,False,True,False,
2023-07,2024-02,8,Outbound,35-44,Midlands,Gold,Platinum,184,28,False,True,True,Unhappy with perks
2023-07,2024-12,18,Outbound,25-34,Scotland,Gold,Silver,146,18,True,True,False,
2023-07,2024-07,13,Branch,25-34,Midlands,Silver,Classic,121,11,False,True,True,
2023-07,2024-05,11,Outbound,25-34,Scotland,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Online,45-54,London,Silver,Classic,176,11,False,True,False,
2023-07,2024-10,16,Comparison Site,25-34,South East,Silver,Classic,66,11,True,True,True,
2023-07,2024-12,18,Online,35-44,Midlands,Classic,Platinum,298,28,False,True,False,
2023-07,2024-12,18,Online,45-54,Midlands,Classic,Silver,88,11,False,True,False,
2023-07,2024-12,18,Broker/IFA,65+,Wales & NI,Gold,Platinum,434,28,False,True,False,
2023-07,2023-07,1,Comparison Site,18-24,South East,Classic,Classic,0,0,False,False,True,Fees too high
2023-07,2024-12,18,Comparison Site,45-54,Midlands,Classic,Silver,132,11,True,True,False,
2023-07,2024-12,18,Branch,25-34,London,Gold,Gold,324,18,False,True,False,
2023-07,2024-11,17,Outbound,25-34,South East,Silver,Classic,110,11,False,True,True,Unknown
2023-07,2024-01,7,Branch,25-34,Wales & NI,Platinum,Platinum,196,28,False,True,True,
2023-07,2024-12,18,Referral,25-34,London,Platinum,Gold,216,18,True,True,False,
2023-07,2024-12,18,Branch,25-34,Midlands,Silver,Platinum,380,28,False,True,False,
2023-07,2024-12,18,Online,18-24,Scotland,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Outbound,45-54,South East,Gold,Gold,216,18,True,True,False,
2023-07,2024-12,18,Broker/IFA,55-64,South East,Platinum,Platinum,504,28,False,True,False,
2023-07,2023-08,2,Outbound,18-24,Midlands,Classic,Classic,0,0,False,False,True,Poor service
2023-07,2024-02,8,Referral,25-34,South East,Silver,Classic,66,11,False,True,True,Unknown
2023-07,2023-10,4,Online,35-44,London,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Outbound,18-24,North,Classic,Silver,121,11,True,True,False,
2023-07,2024-12,18,Branch,65+,Midlands,Silver,Gold,233,18,False,True,False,
2023-07,2024-12,18,Online,25-34,South East,Classic,Classic,0,0,True,False,False,
2023-07,2024-12,18,Referral,35-44,Midlands,Silver,Platinum,400,28,False,True,False,
2023-07,2024-12,18,Outbound,35-44,London,Gold,Gold,394,28,False,True,False,
2023-07,2024-12,18,Online,45-54,South East,Silver,Platinum,221,28,True,True,False,
2023-07,2024-12,18,Online,55-64,Wales & NI,Silver,Gold,247,18,False,True,False,
2023-07,2024-12,18,Branch,35-44,South East,Gold,Gold,324,18,False,True,False,
2023-07,2024-12,18,Branch,18-24,North,Silver,Platinum,270,28,False,True,False,
2023-07,2024-12,18,Broker/IFA,55-64,South East,Gold,Gold,216,18,True,True,False,
2023-07,2024-12,18,Outbound,35-44,Midlands,Classic,Silver,77,11,False,True,False,
2023-07,2024-02,8,Outbound,18-24,London,Platinum,Gold,154,28,False,True,True,Poor service
2023-07,2024-12,18,Referral,65+,London,Platinum,Gold,299,28,False,True,False,
2023-07,2024-12,18,Online,25-34,North,Classic,Gold,167,18,True,True,False,
2023-07,2023-07,1,Comparison Site,35-44,South East,Classic,Classic,0,0,False,False,True,Fees too high
2023-07,2023-07,1,Comparison Site,65+,South East,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Online,35-44,Midlands,Classic,Silver,11,11,False,True,False,
2023-07,2024-12,18,Branch,35-44,Scotland,Silver,Platinum,450,28,False,True,False,
2023-07,2024-12,18,Branch,55-64,North,Gold,Gold,324,18,False,True,False,
2023-07,2024-12,18,Referral,55-64,Midlands,Silver,Silver,198,11,False,True,False,
2023-07,2023-11,5,Online,55-64,London,Classic,Classic,0,0,False,False,True,Switched provider
2023-07,2024-01,7,Online,25-34,South East,Classic,Classic,0,0,True,False,True,
2023-07,2023-08,2,Referral,25-34,Wales & NI,Classic,Classic,0,0,False,False,True,Switched provider
2023-07,2023-08,2,Outbound,65+,Scotland,Silver,Silver,22,11,False,True,True,Fees too high
2023-07,2024-01,7,Branch,25-34,Midlands,Gold,Gold,126,18,False,True,True,Unhappy with perks
2023-07,2024-12,18,Comparison Site,35-44,London,Gold,Gold,236,28,True,True,False,
2023-07,2024-07,13,Online,35-44,London,Silver,Classic,44,11,False,True,True,
2023-07,2023-07,1,Referral,18-24,Scotland,Silver,Silver,11,11,False,True,True,
2023-07,2023-08,2,Comparison Site,25-34,London,Classic,Classic,0,0,True,False,True,
2023-07,2023-10,4,Comparison Site,35-44,Midlands,Silver,Gold,0,0,True,False,True,Fees too high
2023-07,2024-12,18,Online,18-24,North,Classic,Silver,132,11,False,True,False,
2023-07,2024-09,15,Online,25-34,North,Silver,Silver,165,11,False,True,True,Fees too high
2023-07,2023-07,1,Outbound,25-34,London,Classic,Classic,0,0,False,False,True,
2023-07,2024-02,8,Comparison Site,18-24,North,Platinum,Platinum,174,28,False,True,True,
2023-07,2024-04,10,Broker/IFA,35-44,Midlands,Gold,Gold,180,18,False,True,True,
2023-07,2024-12,18,Online,18-24,North,Silver,Silver,198,11,False,True,False,
2023-07,2024-12,18,Broker/IFA,65+,London,Gold,Platinum,484,28,False,True,False,
2023-07,2024-12,18,Comparison Site,45-54,London,Classic,Classic,0,0,False,False,False,
2023-07,2023-07,1,Online,18-24,South East,Silver,Silver,11,11,False,True,True,Unknown
2023-07,2024-12,18,Referral,25-34,Midlands,Gold,Platinum,444,28,False,True,False,
2023-07,2024-12,18,Online,65+,London,Silver,Silver,198,11,False,True,False,
2023-07,2024-12,18,Branch,25-34,Midlands,Classic,Silver,44,11,False,True,False,
2023-07,2024-05,11,Outbound,18-24,London,Silver,Silver,121,11,False,True,True,
2023-07,2024-12,18,Referral,65+,South East,Platinum,Platinum,336,28,True,True,False,
2023-07,2023-07,1,Online,25-34,Midlands,Gold,Gold,18,18,False,True,True,Unhappy with perks
2023-07,2024-12,18,Online,35-44,North,Platinum,Platinum,336,28,True,True,False,
2023-07,2024-12,18,Comparison Site,35-44,Midlands,Silver,Silver,132,11,True,True,False,
2023-07,2024-12,18,Online,55-64,London,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-12,18,Referral,35-44,South East,Classic,Gold,139,18,True,True,False,
2023-07,2023-07,1,Comparison Site,25-34,Midlands,Classic,Classic,0,0,True,False,True,
2023-07,2024-12,18,Branch,35-44,Midlands,Platinum,Platinum,336,28,True,True,False,
2023-07,2024-12,18,Comparison Site,35-44,South East,Silver,Gold,310,18,False,True,False,
2023-07,2024-12,18,Online,45-54,Midlands,Silver,Silver,198,11,False,True,False,
2023-07,2023-12,6,Outbound,65+,North,Gold,Gold,108,18,False,True,True,
2023-07,2024-06,12,Comparison Site,45-54,London,Silver,Silver,132,11,False,True,True,Fees too high
2023-07,2023-08,2,Comparison Site,35-44,London,Classic,Classic,0,0,False,False,True,Unknown
2023-07,2024-09,15,Outbound,65+,North,Silver,Gold,200,18,False,True,True,
2023-07,2024-12,18,Online,35-44,London,Silver,Silver,198,11,False,True,False,
2023-07,2024-12,18,Branch,35-44,North,Classic,Classic,0,0,False,False,False,
2023-07,2024-01,7,Branch,35-44,North,Silver,Silver,11,11,True,True,True,
2023-07,2024-12,18,Branch,35-44,North,Classic,Silver,187,11,False,True,False,
2023-07,2024-12,18,Comparison Site,35-44,North,Silver,Gold,216,18,True,True,False,
2023-07,2024-08,14,Branch,18-24,North,Classic,Classic,0,0,True,False,True,Bereavement
2023-07,2024-12,18,Referral,35-44,London,Gold,Gold,324,18,False,True,False,
2023-07,2024-01,7,Outbound,55-64,Midlands,Silver,Classic,22,11,False,True,True,
2023-07,2023-07,1,Online,45-54,Wales & NI,Silver,Silver,0,0,True,False,True,Moved abroad
2023-07,2024-01,7,Outbound,18-24,Midlands,Classic,Classic,0,0,False,False,True,
2023-07,2024-12,18,Online,25-34,North,Classic,Silver,110,11,False,True,False,
2023-07,2024-12,18,Comparison Site,25-34,London,Silver,Platinum,390,28,False,True,False,
2023-07,2023-07,1,Comparison Site,45-54,North,Classic,Classic,0,0,False,False,True,Switched provider
2023-07,2024-12,18,Outbound,55-64,South East,Classic,Silver,33,11,False,True,False,
2023-07,2024-12,18,Outbound,55-64,London,Classic,Classic,0,0,False,False,False,
2023-07,2024-03,9,Comparison Site,25-34,South East,Classic,Classic,0,0,True,False,True,Fees too high
2023-07,2024-01,7,Comparison Site,25-34,Wales & NI,Classic,Classic,0,0,True,False,True,Moved abroad
2023-07,2024-12,18,Branch,65+,North,Classic,Silver,121,11,False,True,False,
2023-07,2024-07,13,Online,55-64,Midlands,Gold,Classic,51,18,False,True,True,
2023-07,2024-12,18,Comparison Site,25-34,South East,Gold,Silver,195,18,True,True,False,
2023-07,2024-12,18,Referral,55-64,North,Silver,Classic,99,11,False,True,False,
2023-07,2024-12,18,Outbound,25-34,North,Classic,Classic,0,0,False,False,False,
2023-07,2024-05,11,Broker/IFA,35-44,South East,Gold,Gold,198,18,False,True,True,Unhappy with perks
2023-07,2024-12,18,Branch,55-64,Midlands,Platinum,Platinum,504,28,False,True,False,
2023-07,2024-03,9,Comparison Site,25-34,Midlands,Silver,Silver,99,11,False,True,True,Bereavement
2023-07,2024-08,14,Comparison Site,18-24,North,Classic,Classic,0,0,True,False,True,Fees too high
2023-07,2024-12,18,Referral,45-54,North,Silver,Silver,132,11,True,True,False,
2023-07,2024-01,7,Outbound,45-54,London,Silver,Silver,11,11,True,True,True,
2023-07,2024-12,18,Referral,45-54,Scotland,Classic,Silver,172,18,False,True,False,
2023-07,2024-12,18,Referral,25-34,Midlands,Silver,Silver,261,18,False,True,False,
